run_date,uid,loai,order_id,order_no_uid,remaining,last_study,idle_ngay,don_chua_kich_hoat,den_han_thang,sale_ban_don,team_sale_ban,sale_quan_ly,team_sale_quan_ly,teacher
2026-07-11,3102140118,Im lặng rời bỏ,414888238772482,1.0,5,2024-09-27 21:30:00,651,,,盖亚楠,Other,Ho Thi Thanh,Inhouse 1,Phuong Thao Advisor
2026-07-11,3105983145,Im lặng rời bỏ,458365142106380,2.0,1,2022-04-12 21:00:00,1550,,,An,Other,Dao Thi Trang,Inhouse 1,Ms Laura
2026-07-11,3126404269,Im lặng rời bỏ,424389886079236,1.0,3,2021-07-11 20:00:00,1825,,,彭胜君,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-11,3128886861,Im lặng rời bỏ,440105776449802,1.0,7,2021-10-31 12:00:00,1713,,,彭胜君,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-11,3129477880,Im lặng rời bỏ,443636828020994,1.0,1,2021-10-09 12:30:00,1735,,,黄黎高原,Other,Ho Thi Thanh,Inhouse 1,Ms Laura
2026-07-11,3130585201,Im lặng rời bỏ,446540152639754,1.0,3,2023-06-25 10:00:00,1111,,,Truc,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-11,3132552401,Im lặng rời bỏ,614235756013824,1.0,24,2025-05-18 19:30:00,418,,,Le Kim Chi,Inhouse 1,Le Kim Chi,Inhouse 1,Thao Chi Advisor
2026-07-11,3133107392,Im lặng rời bỏ,488045657977100,1.0,1,2022-09-01 12:00:00,1408,,,Nen,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-11,3137193806,Im lặng rời bỏ,502022076164364,1.0,1,2023-02-15 19:00:00,1241,,,Hau,DN,Dao Thi Trang,Inhouse 1,Thao Chi Advisor
2026-07-11,3144266194,Im lặng rời bỏ,454425242155268,1.0,39,2024-07-27 12:30:00,713,,,Thuy,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-11,3144336521,Im lặng rời bỏ,431079595217156,1.0,2,2025-04-02 20:30:00,464,,,武氏茹月,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-11,3146937315,Im lặng rời bỏ,429679132725506,1.0,2,2021-08-14 10:00:00,1791,,,阮公元,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-11,3149663071,Im lặng rời bỏ,446472771715338,1.0,7,2021-11-20 17:30:00,1693,,,阮氏金玲,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-11,3151551767,Im lặng rời bỏ,467905004704014,1.0,1,2022-03-29 21:00:00,1564,,,愈氏清水,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-11,3151842897,Im lặng rời bỏ,446310018242820,1.0,8,2022-03-25 21:30:00,1568,,,黄黎高原,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-11,3152193215,Im lặng rời bỏ,434840433705220,1.0,1,2021-10-28 11:30:00,1716,,,黎氏清水,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-11,3152805014,Đóng băng chủ động,443812943177988,3.0,0,2024-01-10 20:30:00,912,,,THAO,Other,Ta Thuy Van,Inhouse 1,Dao Thi Trang
