run_date,uid,loai,order_id,order_no_uid,remaining,last_study,idle_ngay,don_chua_kich_hoat,den_han_thang,sale_ban_don,team_sale_ban,sale_quan_ly,team_sale_quan_ly,teacher
2026-08-19,3102140118,Im lặng rời bỏ,414888238772482,1.0,5,2024-09-27 21:30:00,690,,,盖亚楠,Other,Ho Thi Thanh,Inhouse 1,Ellie Advisor
2026-08-19,3105983145,Im lặng rời bỏ,458365142106380,2.0,1,2022-04-12 21:00:00,1589,,,An,Other,Dao Thi Trang,Inhouse 1,Ms Laura
2026-08-19,3120196194,Đóng băng chủ động,420979745155332,2.0,0,2021-11-21 15:00:00,1731,,,彭胜君,Other,Ta Thuy Van,Inhouse 1,Dao Thi Trang
2026-08-19,3126404269,Im lặng rời bỏ,424389886079236,1.0,3,2021-07-11 20:00:00,1864,,,彭胜君,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-08-19,3128886861,Đóng băng chủ động,440105776449802,1.0,7,2021-10-31 12:00:00,1752,,,彭胜君,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-08-19,3129477880,Im lặng rời bỏ,443636828020994,1.0,1,2021-10-09 12:30:00,1774,,,黄黎高原,Other,Ho Thi Thanh,Inhouse 1,Ms Laura
2026-08-19,3130585201,Im lặng rời bỏ,446540152639754,1.0,3,2023-06-25 10:00:00,1150,,,Truc,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-08-19,3132552401,Đóng băng chủ động,614235756013824,1.0,24,2025-05-18 19:30:00,457,,,Le Kim Chi,Inhouse 1,Le Kim Chi,Inhouse 1,Thao Chi Advisor
2026-08-19,3133107392,Im lặng rời bỏ,488045657977100,1.0,1,2022-09-01 12:00:00,1447,,,Nen,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-08-19,3134840444,Đóng băng chủ động,445960660785410,1.0,0,2021-10-19 18:00:00,1764,,,Nghia,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-08-19,3136584519,Đóng băng chủ động,463506477244688,3.0,0,2022-06-13 21:30:00,1527,,,黎氏清水,Other,Le Thi Thu Yen,Inhouse 1,Dao Thi Trang
2026-08-19,3137193806,Im lặng rời bỏ,502022076164364,1.0,1,2023-02-15 19:00:00,1280,,,Hau,DN,Dao Thi Trang,Inhouse 1,Thao Chi Advisor
2026-08-19,3144266194,Im lặng rời bỏ,454425242155268,1.0,39,2024-07-27 12:30:00,752,,,Thuy,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-08-19,3144336521,Im lặng rời bỏ,431079595217156,1.0,2,2025-04-02 20:30:00,503,,,武氏茹月,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-08-19,3146517510,Đóng băng chủ động,435000804616458,1.0,0,2021-10-15 20:00:00,1768,,,孙浴镡,Other,Dao Thi Trang,Inhouse 1,Dao Thi Trang
