run_date,uid,loai,order_id,order_no_uid,remaining,last_study,idle_ngay,don_chua_kich_hoat,den_han_thang,sale_ban_don,team_sale_ban,sale_quan_ly,team_sale_quan_ly,teacher
2026-07-08,3102140118,Im lặng rời bỏ,414888238772482,1.0,5,2024-09-27 21:30:00,648,,,盖亚楠,Other,Ho Thi Thanh,Inhouse 1,Phuong Thao Advisor
2026-07-08,3105983145,Im lặng rời bỏ,458365142106380,2.0,1,2022-04-12 21:00:00,1547,,,An,Other,Dao Thi Trang,Inhouse 1,Ms Laura
2026-07-08,3126404269,Im lặng rời bỏ,424389886079236,1.0,3,2021-07-11 20:00:00,1822,,,彭胜君,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3128886861,Im lặng rời bỏ,440105776449802,1.0,7,2021-10-31 12:00:00,1710,,,彭胜君,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3129477880,Im lặng rời bỏ,443636828020994,1.0,1,2021-10-09 12:30:00,1732,,,黄黎高原,Other,Ho Thi Thanh,Inhouse 1,Ms Laura
2026-07-08,3130585201,Im lặng rời bỏ,446540152639754,1.0,3,2023-06-25 10:00:00,1108,,,Truc,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3132552401,Im lặng rời bỏ,614235756013824,1.0,24,2025-05-18 19:30:00,415,,,Le Kim Chi,Inhouse 1,Le Kim Chi,Inhouse 1,Thao Chi Advisor
2026-07-08,3133107392,Im lặng rời bỏ,488045657977100,1.0,1,2022-09-01 12:00:00,1405,,,Nen,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3137193806,Im lặng rời bỏ,502022076164364,1.0,1,2023-02-15 19:00:00,1238,,,Hau,DN,Dao Thi Trang,Inhouse 1,Thao Chi Advisor
2026-07-08,3144266194,Im lặng rời bỏ,454425242155268,1.0,39,2024-07-27 12:30:00,710,,,Thuy,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3144336521,Im lặng rời bỏ,431079595217156,1.0,2,2025-04-02 20:30:00,461,,,武氏茹月,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3146937315,Im lặng rời bỏ,429679132725506,1.0,2,2021-08-14 10:00:00,1788,,,阮公元,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3149663071,Im lặng rời bỏ,446472771715338,1.0,7,2021-11-20 17:30:00,1690,,,阮氏金玲,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3151551767,Im lặng rời bỏ,467905004704014,1.0,1,2022-03-29 21:00:00,1561,,,愈氏清水,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3151842897,Im lặng rời bỏ,446310018242820,1.0,8,2022-03-25 21:30:00,1565,,,黄黎高原,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3152193215,Im lặng rời bỏ,434840433705220,1.0,1,2021-10-28 11:30:00,1713,,,黎氏清水,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3152805014,Đóng băng chủ động,443812943177988,3.0,0,2024-01-10 20:30:00,909,,,THAO,Other,Ta Thuy Van,Inhouse 1,Dao Thi Trang
2026-07-08,3156341764,Đóng băng chủ động,656848514007300,4.0,19,2025-10-14 19:00:00,266,TMP_3156341764_20251029,,Tran Thi Thu Hang,Inhouse 1,Le Thi Lan Anh,Inhouse 1,Phuong Thao Advisor
2026-07-08,3157388909,Im lặng rời bỏ,448296096467202,1.0,142,2021-11-27 21:00:00,1683,,,黄氏庆璃,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3158869855,Im lặng rời bỏ,753465288986882,4.0,54,2025-11-19 21:30:00,230,,,Le Thi Lan Anh,Inhouse 1,Le Thi Lan Anh,Inhouse 1,Phuong Thao Advisor
2026-07-08,3160758556,Im lặng rời bỏ,441531339041026,2.0,1,2022-05-27 18:30:00,1502,,,彭胜君,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3163758481,Im lặng rời bỏ,444739791982852,2.0,1,2022-03-20 16:00:00,1570,,,An,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3164108260,Im lặng rời bỏ,440132478148866,2.0,89,2022-12-22 20:30:00,1293,,,彭胜君,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3164251618,Đóng băng chủ động,700761247004928,1.0,65,2025-11-05 18:30:00,244,,,Le To Hai My,Inhouse 1,Le To Hai My,Inhouse 1,Ms Laura
2026-07-08,3168386352,Im lặng rời bỏ,466148357273870,2.0,1,2022-03-12 21:00:00,1578,,,梁氏蓉,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3168534647,Im lặng rời bỏ,439471705557252,1.0,3,2021-09-23 17:00:00,1748,,,彭胜君,Other,Le To Hai My,Inhouse 1,Ms Laura
2026-07-08,3168805402,Im lặng rời bỏ,439730829367562,1.0,8,2021-09-12 18:30:00,1759,,,彭胜君,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3169643024,Im lặng rời bỏ,440309148434690,1.0,6,2021-10-31 21:00:00,1710,,,彭胜君,Other,Ho Thi Thanh,Inhouse 1,Phuong Thao Advisor
2026-07-08,3169644592,Im lặng rời bỏ,501142437859596,2.0,3,2023-05-07 17:00:00,1157,,,Hong,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3170707154,Im lặng rời bỏ,441351215720708,1.0,1,2021-09-29 17:00:00,1742,,,Nen,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3170922119,Im lặng rời bỏ,441374295671044,1.0,140,2021-10-23 10:00:00,1718,,,Nen,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3171522103,Im lặng rời bỏ,452326545035522,2.0,1,2022-06-11 10:30:00,1487,,,黎氏清水,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3172162268,Im lặng rời bỏ,442226562416900,1.0,7,2021-10-11 17:00:00,1730,,,THAO,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3172553769,Im lặng rời bỏ,442782918164746,1.0,6,2022-09-06 21:00:00,1400,,,TLinh,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3172575813,Im lặng rời bỏ,442636050700548,1.0,7,2021-10-22 19:30:00,1719,,,陈氏玄,Other,,Not have Sale care,Phuong Thao Advisor
2026-07-08,3173010348,Đóng băng chủ động,732461215312134,10.0,7,2026-06-02 20:30:00,35,,2026-07,Bui Thi Hong Van,Inhouse 1,Bui Thi Hong Van,Inhouse 1,Ruby Advisor
2026-07-08,3173136174,Im lặng rời bỏ,443636690182402,1.0,7,2021-10-06 20:00:00,1735,,,梁氏蓉,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3173216018,Im lặng rời bỏ,534229179621644,2.0,7,2023-10-03 22:00:00,1008,,,Nen,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3173372802,Im lặng rời bỏ,443636611133700,1.0,1,2021-10-05 14:00:00,1736,,,阮氏金玲,Other,Tran Thi Son,Inhouse 1,Dao Thi Trang
2026-07-08,3173644162,Im lặng rời bỏ,479226682753296,2.0,1,2022-08-19 17:30:00,1418,,,黄黎高原,Other,Dao Thi Trang,Inhouse 1,Phuong Thao Advisor
2026-07-08,3173896362,Im lặng rời bỏ,443847749703946,1.0,1,2022-12-08 19:30:00,1307,,,陈氏玄,Other,Dao Thi Trang,Inhouse 1,Thao Chi Advisor
